mmsi,timestamp,lat,lon,sog_knots,cog_deg,trip_id,event_label,distance_to_imbl_km
419000000,2026-01-01T10:00:00,8.26104,78.48085,7.16,124.3,trip_000,normal_fishing,47.999
419000000,2026-01-01T10:10:00,8.24572,78.49489,7.43,137.6,trip_000,normal_fishing,45.952
419000000,2026-01-01T10:20:00,8.22951,78.50842,7.55,140.3,trip_000,normal_fishing,44.083
419000000,2026-01-01T10:30:00,8.21754,78.52251,6.61,130.5,trip_000,normal_fishing,42.25
419000000,2026-01-01T10:40:00,8.20732,78.53598,6.04,127.3,trip_000,normal_fishing,40.453
419000000,2026-01-01T10:50:00,8.19713,78.55188,6.75,122.7,trip_000,normal_fishing,38.764
419000000,2026-01-01T11:00:00,8.19169,78.56738,5.87,109.4,trip_000,normal_fishing,36.814
419000000,2026-01-01T11:10:00,8.18944,78.58249,5.45,98.5,trip_000,normal_fishing,35.018
419000000,2026-01-01T11:20:00,8.185,78.59743,5.57,106.6,trip_000,normal_fishing,33.338
419000000,2026-01-01T11:30:00,8.17658,78.61162,5.9,120.8,trip_000,normal_fishing,31.625
419000000,2026-01-01T11:40:00,8.16857,78.62803,6.52,116.1,trip_000,normal_fishing,29.9
419000000,2026-01-01T11:50:00,8.16602,78.64342,5.57,99.5,trip_000,normal_fishing,27.946
419000000,2026-01-01T12:00:00,8.16923,78.65995,6.01,79.0,trip_000,normal_fishing,26.229
419000000,2026-01-01T12:10:00,8.17257,78.67452,5.34,77.0,trip_000,normal_fishing,24.523
419000000,2026-01-01T12:20:00,8.17546,78.68719,4.64,77.1,trip_000,normal_fishing,23.031
419000000,2026-01-01T12:30:00,8.17614,78.69987,4.53,86.9,trip_000,normal_fishing,21.734
419000000,2026-01-01T12:40:00,8.17796,78.71132,4.14,81.0,trip_000,normal_fishing,20.383
419000000,2026-01-01T12:50:00,8.17843,78.72212,3.86,87.5,trip_000,normal_fishing,19.193
419000000,2026-01-01T13:00:00,8.18183,78.73009,3.1,66.9,trip_000,normal_fishing,18.04
419000000,2026-01-01T13:10:00,8.18183,78.74106,3.91,90.0,trip_000,normal_fishing,17.26
419000000,2026-01-01T13:20:00,8.18017,78.75056,3.45,99.9,trip_000,normal_fishing,16.08
419000000,2026-01-01T13:30:00,8.17402,78.75992,4.0,123.4,trip_000,normal_fishing,15.017
419000000,2026-01-01T13:40:00,8.16643,78.76775,3.9,134.2,trip_000,normal_fishing,13.866
419000000,2026-01-01T13:50:00,8.16174,78.77503,3.09,122.9,trip_000,normal_fishing,12.845
419000000,2026-01-01T14:00:00,8.15504,78.7801,3.01,143.0,trip_000,normal_fishing,11.952
419000000,2026-01-01T14:10:00,8.15053,78.78587,2.62,128.1,trip_000,normal_fishing,11.249
419000000,2026-01-01T14:20:00,8.14685,78.78996,1.97,132.1,trip_000,normal_fishing,10.523
419000000,2026-01-01T14:30:00,8.14084,78.79346,2.49,149.9,trip_000,normal_fishing,9.995
419000000,2026-01-01T14:40:00,8.13464,78.79562,2.35,160.9,trip_000,normal_fishing,9.479
419000000,2026-01-01T14:50:00,8.12778,78.79718,2.52,167.2,trip_000,normal_fishing,9.101
419000000,2026-01-01T15:00:00,8.12308,78.79761,1.69,174.7,trip_000,normal_fishing,8.773
419000000,2026-01-01T15:10:00,8.11895,78.7983,1.5,170.5,trip_000,normal_fishing,8.617
419000000,2026-01-01T15:20:00,8.11483,78.79902,1.5,170.2,trip_000,normal_fishing,8.446
419000000,2026-01-01T15:30:00,8.11111,78.80096,1.5,152.4,trip_000,normal_fishing,8.273
419000000,2026-01-01T15:40:00,8.10727,78.80261,1.5,156.8,trip_000,normal_fishing,7.977
419000000,2026-01-01T15:50:00,8.10263,78.80277,1.66,178.1,trip_000,normal_fishing,7.709
419000000,2026-01-01T16:00:00,8.09756,78.80363,1.84,170.4,trip_000,normal_fishing,7.584
419000000,2026-01-01T16:10:00,8.09112,78.80789,2.76,146.6,trip_000,normal_fishing,7.373
419000000,2026-01-01T16:20:00,8.08346,78.81314,3.33,145.7,trip_000,normal_fishing,6.764
419000000,2026-01-01T16:30:00,8.0782,78.82073,3.3,124.8,trip_000,normal_fishing,6.019
419000000,2026-01-01T16:40:00,8.07162,78.83038,4.18,124.4,trip_000,normal_fishing,5.079
419000000,2026-01-01T16:50:00,8.06455,78.83949,4.12,127.9,trip_000,normal_fishing,3.885
419000000,2026-01-01T17:00:00,8.06923,78.82998,3.79,296.3,trip_000,normal_fishing,2.739
419000000,2026-01-01T17:10:00,8.07392,78.82087,3.66,297.3,trip_000,normal_fishing,3.873
419000000,2026-01-01T17:20:00,8.07463,78.8088,4.32,273.4,trip_000,normal_fishing,4.964
419000000,2026-01-01T17:30:00,8.07859,78.79954,3.6,293.2,trip_000,normal_fishing,6.281
419000000,2026-01-01T17:40:00,8.08202,78.79246,2.81,295.9,trip_000,normal_fishing,7.37
419000000,2026-01-01T17:50:00,8.08578,78.78698,2.38,304.5,trip_000,normal_fishing,8.214
419000000,2026-01-01T18:00:00,8.09112,78.78113,2.83,312.5,trip_000,normal_fishing,8.892
419000000,2026-01-01T18:10:00,8.09585,78.77792,2.05,325.9,trip_000,normal_fishing,9.647
419000000,2026-01-01T18:20:00,8.09994,78.77695,1.51,346.7,trip_000,normal_fishing,10.103
419000000,2026-01-01T18:30:00,8.10357,78.77427,1.62,323.6,trip_000,normal_fishing,10.302
419000000,2026-01-01T18:40:00,8.10822,78.76993,2.28,317.1,trip_000,normal_fishing,10.676
419000000,2026-01-01T18:50:00,8.11295,78.76747,1.91,332.6,trip_000,normal_fishing,11.252
419000000,2026-01-01T19:00:00,8.11712,78.76712,1.5,355.2,trip_000,normal_fishing,11.628
419000000,2026-01-01T19:10:00,8.1213,78.76682,1.5,356.0,trip_000,normal_fishing,11.763
419000000,2026-01-01T19:20:00,8.12529,78.7681,1.5,17.8,trip_000,normal_fishing,11.892
419000000,2026-01-01T19:30:00,8.12946,78.76774,1.5,355.0,trip_000,normal_fishing,11.847
419000000,2026-01-01T19:40:00,8.13546,78.76989,2.28,19.6,trip_000,normal_fishing,11.984
419000000,2026-01-01T19:50:00,8.14271,78.77444,3.06,32.1,trip_000,normal_fishing,11.893
419000000,2026-01-01T20:00:00,8.14807,78.78126,3.1,51.7,trip_000,normal_fishing,11.571
419000000,2026-01-01T20:10:00,8.15557,78.78817,3.65,42.5,trip_000,normal_fishing,10.961
419000000,2026-01-01T20:20:00,8.16159,78.79551,3.39,50.6,trip_000,normal_fishing,10.392
419000000,2026-01-01T20:30:00,8.17095,78.80101,3.89,30.3,trip_000,normal_fishing,9.741
419000000,2026-01-01T20:40:00,8.18356,78.80523,4.76,18.5,trip_000,normal_fishing,9.368
419000000,2026-01-01T20:50:00,8.19469,78.80631,4.01,5.5,trip_000,normal_fishing,9.207
419000000,2026-01-01T21:00:00,8.20326,78.8098,3.31,22.1,trip_000,normal_fishing,9.351
419000000,2026-01-01T21:10:00,8.213,78.81083,3.51,6.0,trip_000,normal_fishing,9.175
419000000,2026-01-01T21:20:00,8.22037,78.81423,2.9,24.7,trip_000,normal_fishing,9.292
419000000,2026-01-01T21:30:00,8.22968,78.81679,3.46,15.3,trip_000,normal_fishing,9.089
419000000,2026-01-01T21:40:00,8.2372,78.82287,3.46,38.9,trip_000,normal_fishing,8.983
419000000,2026-01-01T21:50:00,8.24369,78.82537,2.49,21.1,trip_000,normal_fishing,8.461
419000000,2026-01-01T22:00:00,8.24854,78.82602,1.75,7.5,trip_000,normal_fishing,8.309
419000000,2026-01-01T22:10:00,8.25255,78.82721,1.5,16.4,trip_000,normal_fishing,8.328
419000000,2026-01-01T22:20:00,8.2576,78.82873,1.89,16.7,trip_000,normal_fishing,8.273
419000000,2026-01-01T22:30:00,8.26151,78.83022,1.5,20.8,trip_000,normal_fishing,8.201
419000000,2026-01-01T22:40:00,8.26587,78.8334,1.93,36.0,trip_000,normal_fishing,8.111
419000000,2026-01-01T22:50:00,8.26868,78.83652,1.5,47.9,trip_000,normal_fishing,7.846
419000000,2026-01-01T23:00:00,8.27442,78.83973,2.36,29.1,trip_000,normal_fishing,7.559
419000000,2026-01-01T23:10:00,8.27941,78.84196,1.96,24.0,trip_000,normal_fishing,7.316
419000000,2026-01-01T23:20:00,8.28525,78.84451,2.28,23.4,trip_000,normal_fishing,7.166
419000000,2026-01-01T23:30:00,8.28884,78.84826,1.86,46.2,trip_000,normal_fishing,6.997
419000000,2026-01-01T23:40:00,8.29044,78.85214,1.5,67.5,trip_000,normal_fishing,6.656
419000000,2026-01-01T23:50:00,8.29211,78.8568,1.77,70.2,trip_000,normal_fishing,6.264
419000000,2026-01-02T00:00:00,8.29477,78.86005,1.5,50.5,trip_000,normal_fishing,5.788
419000000,2026-01-02T00:10:00,8.29945,78.86499,2.43,46.5,trip_000,normal_fishing,5.485
419000000,2026-01-02T00:20:00,8.30521,78.8722,3.3,51.3,trip_000,normal_fishing,5.034
419000000,2026-01-02T00:30:00,8.30881,78.88051,3.23,66.5,trip_000,normal_fishing,4.357
419000000,2026-01-02T00:40:00,8.30983,78.88678,2.27,80.7,trip_000,normal_fishing,3.522
419000000,2026-01-02T00:50:00,8.30589,78.87959,2.93,241.2,trip_000,normal_fishing,2.859
419000000,2026-01-02T01:00:00,8.30428,78.87309,2.39,256.0,trip_000,normal_fishing,3.567
419000000,2026-01-02T01:10:00,8.30271,78.86596,2.61,257.6,trip_000,normal_fishing,4.244
419000000,2026-01-02T01:20:00,8.30353,78.85812,2.81,276.0,trip_000,normal_fishing,4.989
419000000,2026-01-02T01:30:00,8.30372,78.85095,2.56,271.6,trip_000,normal_fishing,5.855
419000000,2026-01-02T01:40:00,8.30343,78.84294,2.86,267.9,trip_000,normal_fishing,6.638
419000000,2026-01-02T01:50:00,8.30559,78.83548,2.77,286.3,trip_000,normal_fishing,7.503
419000000,2026-01-02T02:00:00,8.30599,78.8292,2.24,273.6,trip_000,normal_fishing,8.353
419000000,2026-01-02T02:10:00,8.30819,78.82145,2.88,285.9,trip_000,normal_fishing,9.042
419000000,2026-01-02T02:20:00,8.30782,78.81583,2.01,266.2,trip_000,normal_fishing,9.925
419000000,2026-01-02T02:30:00,8.30789,78.81163,1.5,270.9,trip_000,normal_fishing,10.529
419000000,2026-01-02T02:40:00,8.30913,78.80761,1.5,287.2,trip_000,normal_fishing,10.986
419000000,2026-01-02T02:50:00,8.30905,78.80105,2.34,269.4,trip_000,normal_fishing,11.445
419000000,2026-01-02T03:00:00,8.30746,78.79594,1.91,252.6,trip_000,normal_fishing,12.157
419000000,2026-01-02T03:10:00,8.30508,78.79248,1.5,235.3,trip_000,normal_fishing,12.682
419000000,2026-01-02T03:20:00,8.3015,78.79029,1.5,211.4,trip_000,normal_fishing,13.014
419000000,2026-01-02T03:30:00,8.29746,78.7892,1.5,195.1,trip_000,normal_fishing,13.186
419000000,2026-01-02T03:40:00,8.29257,78.78744,1.86,199.7,trip_000,normal_fishing,13.23
419000000,2026-01-02T03:50:00,8.28851,78.7864,1.5,194.3,trip_000,normal_fishing,13.331
419000000,2026-01-02T04:00:00,8.28244,78.78482,2.25,194.6,trip_000,normal_fishing,13.369
419000000,2026-01-02T04:10:00,8.27889,78.78258,1.5,212.1,trip_000,normal_fishing,13.429
419000000,2026-01-02T04:20:00,8.27487,78.78141,1.5,196.2,trip_000,normal_fishing,13.606
419000000,2026-01-02T04:30:00,8.2703,78.78112,1.64,183.7,trip_000,normal_fishing,13.66
419000000,2026-01-02T04:40:00,8.26611,78.78115,1.5,179.5,trip_000,normal_fishing,13.607
419000000,2026-01-02T04:50:00,8.26182,78.78167,1.55,173.2,trip_000,normal_fishing,13.526
419000000,2026-01-02T05:00:00,8.2563,78.78446,2.21,153.2,trip_000,normal_fishing,13.391
419000000,2026-01-02T05:10:00,8.25071,78.79096,3.06,130.8,trip_000,normal_fishing,12.986
419000000,2026-01-02T05:20:00,8.24699,78.80078,3.75,110.8,trip_000,normal_fishing,12.177
419000000,2026-01-02T05:30:00,8.23838,78.81075,4.71,130.9,trip_000,normal_fishing,11.041
419000000,2026-01-02T05:40:00,8.22618,78.819,5.27,146.0,trip_000,normal_fishing,9.8
419000000,2026-01-02T05:50:00,8.21167,78.82637,5.83,153.2,trip_000,normal_fishing,8.679
419000000,2026-01-02T06:00:00,8.20005,78.83808,5.9,134.9,trip_000,normal_fishing,7.587
419000000,2026-01-02T06:10:00,8.18686,78.85104,6.61,135.6,trip_000,normal_fishing,6.054
419000000,2026-01-02T06:20:00,8.17454,78.86396,6.38,133.7,trip_000,normal_fishing,4.35
419000001,2026-01-01T06:10:00,8.75969,78.20453,6.25,85.5,trip_001,transit,91.731
419000001,2026-01-01T06:20:00,8.76481,78.22052,5.99,72.2,trip_001,transit,90.106
419000001,2026-01-01T06:30:00,8.77134,78.23493,5.64,65.5,trip_001,transit,88.84
419000001,2026-01-01T06:40:00,8.77987,78.24946,6.01,59.5,trip_001,transit,87.825
419000001,2026-01-01T06:50:00,8.79245,78.26417,6.91,49.3,trip_001,transit,86.936
419000001,2026-01-01T07:00:00,8.79897,78.2823,6.87,70.1,trip_001,transit,86.303
419000001,2026-01-01T07:10:00,8.80821,78.29943,6.94,61.5,trip_001,transit,85.031
419000001,2026-01-01T07:20:00,8.81208,78.3194,7.25,79.0,trip_001,transit,84.057
419000001,2026-01-01T07:30:00,8.81059,78.33987,7.32,94.2,trip_001,transit,82.524
419000001,2026-01-01T07:40:00,8.80697,78.35886,6.89,100.8,trip_001,transit,80.62
419000001,2026-01-01T07:50:00,8.80022,78.37517,6.3,112.6,trip_001,normal_fishing,78.718
419000001,2026-01-01T08:00:00,8.78975,78.39181,7.02,122.3,trip_001,normal_fishing,76.845
419000001,2026-01-01T08:10:00,8.78488,78.41155,7.25,103.9,trip_001,normal_fishing,74.691
419000001,2026-01-01T08:20:00,8.78725,78.43301,7.7,83.7,trip_001,normal_fishing,72.66
419000001,2026-01-01T08:30:00,8.79742,78.45299,8.0,62.9,trip_001,normal_fishing,71.013
419000001,2026-01-01T08:40:00,8.81327,78.4688,8.0,44.8,trip_001,normal_fishing,70.109
419000001,2026-01-01T08:50:00,8.82449,78.48821,8.0,59.8,trip_001,normal_fishing,70.049
419000001,2026-01-01T09:00:00,8.83066,78.50978,8.0,73.9,trip_001,normal_fishing,69.429
419000001,2026-01-01T09:10:00,8.82838,78.53072,7.51,96.3,trip_001,normal_fishing,68.263
419000001,2026-01-01T09:20:00,8.82489,78.54918,6.7,100.8,trip_001,normal_fishing,66.475
419000001,2026-01-01T09:30:00,8.82009,78.56542,6.04,106.6,trip_001,normal_fishing,64.781
419000001,2026-01-01T09:40:00,8.81424,78.58174,6.18,109.8,trip_001,normal_fishing,63.154
419000001,2026-01-01T09:50:00,8.80883,78.59835,6.23,108.1,trip_001,normal_fishing,61.438
419000001,2026-01-01T10:00:00,8.79893,78.61472,6.83,121.3,trip_001,normal_fishing,59.734
419000001,2026-01-01T10:10:00,8.78886,78.63164,7.03,120.9,trip_001,normal_fishing,57.693
419000001,2026-01-01T10:20:00,8.77498,78.64235,6.27,142.5,trip_001,normal_fishing,55.597
419000001,2026-01-01T10:30:00,8.76664,78.6551,5.44,123.3,trip_001,normal_fishing,53.676
419000001,2026-01-01T10:40:00,8.75693,78.66624,5.28,131.2,trip_001,normal_fishing,52.035
419000001,2026-01-01T10:50:00,8.74409,78.6753,5.62,144.9,trip_001,normal_fishing,50.411
419000001,2026-01-01T11:00:00,8.73107,78.68767,6.42,136.6,trip_001,normal_fishing,48.698
419000001,2026-01-01T11:10:00,8.7167,78.69609,5.96,149.7,trip_001,normal_fishing,46.717
419000001,2026-01-01T11:20:00,8.70425,78.70553,5.59,143.0,trip_001,normal_fishing,44.931
419000001,2026-01-01T11:30:00,8.69627,78.71664,4.88,125.8,trip_001,normal_fishing,43.22
419000001,2026-01-01T11:40:00,8.68505,78.72378,4.76,147.6,trip_001,normal_fishing,41.735
419000001,2026-01-01T11:50:00,8.6736,78.73283,5.22,141.8,trip_001,normal_fishing,40.297
419000001,2026-01-01T12:00:00,8.65977,78.74276,6.09,144.5,trip_001,normal_fishing,38.695
419000001,2026-01-01T12:10:00,8.64406,78.74899,6.05,158.5,trip_001,normal_fishing,36.836
419000001,2026-01-01T12:20:00,8.6267,78.75814,7.02,152.3,trip_001,normal_fishing,35.113
419000001,2026-01-01T12:30:00,8.60553,78.76457,7.93,163.2,trip_001,normal_fishing,33.035
419000001,2026-01-01T12:40:00,8.58744,78.77773,8.0,144.1,trip_001,normal_fishing,30.863
419000001,2026-01-01T12:50:00,8.56977,78.78759,7.24,151.0,trip_001,normal_fishing,28.419
419000001,2026-01-01T13:00:00,8.55045,78.79649,7.62,155.4,trip_001,normal_fishing,26.261
419000001,2026-01-01T13:10:00,8.53667,78.81241,7.52,131.0,trip_001,normal_fishing,24.046
419000001,2026-01-01T13:20:00,8.51997,78.8232,7.12,147.3,trip_001,normal_fishing,21.732
419000001,2026-01-01T13:30:00,8.50393,78.8344,7.0,145.2,trip_001,normal_fishing,19.579
419000001,2026-01-01T13:40:00,8.48839,78.84986,7.84,135.3,trip_001,normal_fishing,17.447
419000001,2026-01-01T13:50:00,8.47144,78.85995,7.06,149.3,trip_001,normal_fishing,15.029
419000001,2026-01-01T14:00:00,8.44974,78.86216,7.82,174.2,trip_001,normal_fishing,12.91
419000001,2026-01-01T14:10:00,8.42834,78.86857,8.0,163.4,trip_001,normal_fishing,11.019
419000001,2026-01-01T14:20:00,8.41035,78.88184,8.0,143.7,trip_001,normal_fishing,8.831
419000001,2026-01-01T14:30:00,8.39063,78.89237,8.0,152.0,trip_001,normal_fishing,6.387
419000001,2026-01-01T14:40:00,8.37583,78.90916,8.0,131.5,trip_001,normal_fishing,4.103
419000001,2026-01-01T14:50:00,8.38227,78.88921,7.48,288.0,trip_001,normal_fishing,1.689
419000001,2026-01-01T15:00:00,8.38232,78.86679,8.0,270.1,trip_001,normal_fishing,3.996
419000001,2026-01-01T15:10:00,8.37655,78.84513,8.0,255.0,trip_001,normal_fishing,6.375
419000001,2026-01-01T15:20:00,8.37409,78.82547,7.07,262.8,trip_001,normal_fishing,8.613
419000001,2026-01-01T15:30:00,8.36499,78.81077,6.18,238.1,trip_001,normal_fishing,10.704
419000001,2026-01-01T15:40:00,8.35652,78.79378,6.78,243.4,trip_001,normal_fishing,12.132
419000001,2026-01-01T15:50:00,8.3432,78.77765,7.48,230.3,trip_001,normal_fishing,13.821
419000001,2026-01-01T16:00:00,8.32352,78.76706,8.0,208.2,trip_001,normal_fishing,15.327
419000001,2026-01-01T16:10:00,8.30905,78.74999,8.0,229.6,trip_001,normal_fishing,16.115
419000001,2026-01-01T16:20:00,8.29772,78.73068,8.0,239.5,trip_001,normal_fishing,17.702
419000001,2026-01-01T16:30:00,8.28111,78.71834,7.4,216.5,trip_001,normal_fishing,19.592
419000001,2026-01-01T16:40:00,8.26141,78.71201,7.41,197.8,trip_001,normal_fishing,20.626
419000001,2026-01-01T16:50:00,8.24286,78.70125,7.67,210.0,trip_001,normal_fishing,20.951
419000001,2026-01-01T17:00:00,8.22971,78.68682,6.98,227.6,trip_001,normal_fishing,21.778
419000001,2026-01-01T17:10:00,8.22064,78.67147,6.37,239.3,trip_001,normal_fishing,23.038
419000001,2026-01-01T17:20:00,8.20792,78.65738,6.79,227.8,trip_001,normal_fishing,24.479
419000001,2026-01-01T17:30:00,8.20182,78.63871,7.01,251.8,trip_001,normal_fishing,25.701
419000001,2026-01-01T17:40:00,8.18871,78.62326,7.24,229.6,trip_001,normal_fishing,27.57
419000001,2026-01-01T17:50:00,8.16876,78.6132,8.0,206.7,trip_001,normal_fishing,28.928
419000001,2026-01-01T18:00:00,8.15242,78.60077,7.35,217.2,trip_001,normal_fishing,29.548
419000001,2026-01-01T18:10:00,8.13448,78.59535,6.71,196.8,trip_001,normal_fishing,30.507
419000001,2026-01-01T18:20:00,8.12046,78.58323,6.63,220.8,trip_001,normal_fishing,30.673
419000001,2026-01-01T18:30:00,8.1094,78.5674,6.9,235.0,trip_001,normal_fishing,31.653
419000001,2026-01-01T18:40:00,8.10039,78.55259,6.19,238.6,trip_001,normal_fishing,33.101
419000001,2026-01-01T18:50:00,8.09782,78.53657,5.8,260.9,trip_001,normal_fishing,34.486
419000001,2026-01-01T19:00:00,8.09625,78.51929,6.2,264.8,trip_001,normal_fishing,36.153
419000001,2026-01-01T19:10:00,8.09702,78.49948,7.08,272.2,trip_001,normal_fishing,37.978
419000001,2026-01-01T19:20:00,8.09179,78.48033,7.09,254.7,trip_001,normal_fishing,40.13
419000001,2026-01-01T19:30:00,8.08502,78.46181,7.04,249.9,trip_001,normal_fishing,42.073
419000001,2026-01-01T19:40:00,8.0739,78.44811,6.31,230.8,trip_001,normal_fishing,43.91
419000001,2026-01-01T19:50:00,8.06119,78.43751,5.92,219.7,trip_001,normal_fishing,45.128
419000001,2026-01-01T20:00:00,8.04735,78.42738,6.14,216.1,trip_001,normal_fishing,45.974
419000001,2026-01-01T20:10:00,8.03514,78.41601,5.97,222.9,trip_001,normal_fishing,46.745
419000001,2026-01-01T20:20:00,8.02331,78.40664,5.4,218.3,trip_001,normal_fishing,47.685
419000001,2026-01-01T20:30:00,8.01299,78.39708,5.03,222.7,trip_001,normal_fishing,48.42
419000001,2026-01-01T20:40:00,8.00018,78.39252,4.87,199.5,trip_001,normal_fishing,49.211
419000001,2026-01-01T20:50:00,7.98872,78.38874,4.32,198.2,trip_001,normal_fishing,49.404
419000001,2026-01-01T21:00:00,7.97718,78.3841,4.45,201.8,trip_001,normal_fishing,49.545
419000001,2026-01-01T21:10:00,7.96593,78.37706,4.75,211.9,trip_001,normal_fishing,49.777
419000001,2026-01-01T21:20:00,7.9565,78.36925,4.38,219.6,trip_001,normal_fishing,50.274
419000001,2026-01-01T21:30:00,7.94914,78.35911,4.48,233.9,trip_001,normal_fishing,50.897
419000001,2026-01-01T21:40:00,7.94074,78.34888,4.73,230.5,trip_001,normal_fishing,51.819
419000001,2026-01-01T21:50:00,7.93111,78.33971,4.76,223.5,trip_001,normal_fishing,52.726
419000001,2026-01-01T22:00:00,7.92234,78.32697,5.53,235.4,trip_001,normal_fishing,53.491
419000001,2026-01-01T22:10:00,7.91872,78.3119,5.54,256.4,trip_001,normal_fishing,54.661
419000001,2026-01-01T22:20:00,7.91499,78.29512,6.14,257.4,trip_001,normal_fishing,56.201
419000001,2026-01-01T22:30:00,7.90792,78.27742,6.81,248.2,trip_001,normal_fishing,57.923
419000001,2026-01-01T22:40:00,7.90157,78.26175,6.04,247.9,trip_001,normal_fishing,59.667
419000001,2026-01-01T22:50:00,7.88863,78.24809,6.73,226.5,trip_001,normal_fishing,61.209
419000001,2026-01-01T23:00:00,7.87263,78.24086,6.29,204.3,trip_001,normal_fishing,62.381
419000001,2026-01-01T23:10:00,7.85751,78.23652,5.64,196.0,trip_001,normal_fishing,62.789
419000001,2026-01-01T23:20:00,7.84054,78.23454,6.12,186.7,trip_001,normal_fishing,62.905
419000001,2026-01-01T23:30:00,7.82251,78.24027,6.78,162.4,trip_001,normal_fishing,62.725
419000001,2026-01-01T23:40:00,7.80432,78.2402,6.52,180.2,trip_001,normal_fishing,61.688
419000001,2026-01-01T23:50:00,7.78639,78.24573,6.72,162.9,trip_001,normal_fishing,61.272
419000001,2026-01-02T00:00:00,7.77184,78.25638,6.45,143.9,trip_001,normal_fishing,60.259
419000001,2026-01-02T00:10:00,7.75162,78.26113,7.44,166.8,trip_001,normal_fishing,58.773
419000001,2026-01-02T00:20:00,7.7319,78.26099,7.06,180.4,trip_001,normal_fishing,57.595
419000001,2026-01-02T00:30:00,7.71134,78.25743,7.48,189.8,trip_001,normal_fishing,56.666
419000001,2026-01-02T00:40:00,7.68975,78.25585,7.76,184.2,trip_001,normal_fishing,56.035
419000001,2026-01-02T00:50:00,7.67097,78.2628,7.17,159.7,trip_001,normal_fishing,55.159
419000001,2026-01-02T01:00:00,7.65381,78.26873,6.5,161.0,trip_001,normal_fishing,53.567
419000001,2026-01-02T01:10:00,7.63755,78.28046,7.18,144.3,trip_001,normal_fishing,52.156
419000001,2026-01-02T01:20:00,7.61761,78.28444,7.29,168.7,trip_001,normal_fishing,50.212
419000001,2026-01-02T01:30:00,7.59539,78.28223,8.0,185.7,trip_001,normal_fishing,48.86
419000001,2026-01-02T01:40:00,7.57385,78.28691,7.9,167.8,trip_001,normal_fishing,48.016
419000001,2026-01-02T01:50:00,7.55508,78.29288,7.06,162.4,trip_001,normal_fishing,46.518
419000001,2026-01-02T02:00:00,7.53582,78.29451,6.92,175.2,trip_001,normal_fishing,45.025
419000001,2026-01-02T02:10:00,7.51856,78.29645,6.23,173.6,trip_001,normal_fishing,43.94
419000001,2026-01-02T02:20:00,7.50038,78.30393,7.04,157.7,trip_001,normal_fishing,42.891
